show_id,content,type,country,date_added,release_year,rating,duration,listed_in
s131,"Barbie Big City Big Dreams Scott Pleydell-Pearce America Young, Amber May, Giselle Fernandez, Alejandro Saab, Dinora Walcott At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.",Movie,nan,"September 1, 2021",2021,,63 min,"Children & Family Movies, Music & Musicals"
s132,"Blade Runner: The Final Cut Ridley Scott Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""",Movie,United States,"September 1, 2021",1982,,117 min,"Action & Adventure, Classic Movies, Cult Movies"
s133,"Brave Animated Series nan Tseng Yun-fan, Kao Yun-shuo, Chiang Ching-yen, Meng Ching-fu, Huang Bai-wei, Ma Kuo-yao, Chen Yen-chun, Sun Ke-fang, Kai Yang-niu, Chen Yu-wen, Nick Liao, Lin Kai-ling, Mickey Huang, Liu Kuan-ting, Jiang Du-hui A group of superheroes sets out to rid the world of evil — only to realize they may not be standing on the side of justice. Based on a popular comic.",TV Show,nan,"September 1, 2021",2021,,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies"
s134,"Chappie Neill Blomkamp Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",Movie,"South Africa, United States","September 1, 2021",2015,,121 min,"Action & Adventure, Sci-Fi & Fantasy"
s135,"Clear and Present Danger Phillip Noyce Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",Movie,"United States, Mexico","September 1, 2021",1994,,142 min,"Action & Adventure, Dramas"
s136,"Cliffhanger Renny Harlin Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",Movie,"United States, Italy, France, Japan","September 1, 2021",1993,,113 min,Action & Adventure
s137,"Cold Mountain Anthony Minghella Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",Movie,"United States, Italy, Romania, United Kingdom","September 1, 2021",2003,,154 min,"Dramas, Romantic Movies"
s138,"Crocodile Dundee in Los Angeles Simon Wincer Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",Movie,"Australia, United States","September 1, 2021",2001,,95 min,"Action & Adventure, Comedies"
s139,"Dear John Lasse Hallström Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",Movie,United States,"September 1, 2021",2010,,108 min,"Dramas, Romantic Movies"
s140,"Do the Right Thing Spike Lee Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Samuel L. Jackson, Rosie Perez, Martin Lawrence, Miguel Sandoval On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",Movie,United States,"September 1, 2021",1989,,120 min,"Classic Movies, Comedies, Dramas"
s141,"El patrón, radiografía de un crimen Sebastián Schindel Joaquín Furriel, Luis Ziembrowski, Guillermo Pfening, Mónica Lairana, Germán de Silva, Victoria Raposo, Andrea Garrote A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.",Movie,"Argentina, Venezuela","September 1, 2021",2014,,100 min,"Dramas, International Movies, Thrillers"
s142,"Extraction Steven C. Miller Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney, Joshua Mikel, Steve Coulter, Dan Bilzerian, Heather Johansen When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",Movie,"United States, United Kingdom, Canada","September 1, 2021",2015,,82 min,Action & Adventure
s143,"Freedom Writers Richard LaGravenese Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April L. Hernandez, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",Movie,"Germany, United States","September 1, 2021",2007,,124 min,Dramas
s144,"Green Lantern Martin Campbell Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.",Movie,United States,"September 1, 2021",2011,,114 min,"Action & Adventure, Sci-Fi & Fantasy"
s145,"House Party Reginald Hudlin Christopher Reid, Christopher Martin, Robin Harris, Tisha Campbell, A.J. Johnson, Martin Lawrence, Paul Anthony, Bowlegged Lou, B-Fine, Edith Fields, Kelly Jo Minter, Clifton Powell, Verda Bridges Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.",Movie,United States,"September 1, 2021",1990,,104 min,"Comedies, Cult Movies"
s146,"House Party 2 George Jackson, Doug McHenry Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony, B-Fine, Tisha Campbell, Kamron, Iman, Queen Latifah Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.",Movie,United States,"September 1, 2021",1991,,94 min,"Comedies, Cult Movies, Music & Musicals"
s147,"House Party 3 Eric Meza Christopher Reid, Christopher Martin, Tisha Campbell, David Edwards, Angela Means, Ketty Lester, Bernie Mac, Michael Colyar, Chris Tucker, Khandi Alexander After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",Movie,United States,"September 1, 2021",1994,,94 min,"Comedies, Music & Musicals"
s148,"How to Be a Cowboy nan nan Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son.",TV Show,nan,"September 1, 2021",2021,,1 Season,Reality TV
s149,"HQ Barbers Gerhard Mostert Hakeem Kae-Kazim, Chioma Omeruah, Orukotan Adejola, Flora Chiedo, Emeka Nwagbaraocha, Anthony Oseyemi, Oluwabukola Thomas, Soibifaa Dokubo When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.",TV Show,nan,"September 1, 2021",2020,,1 Season,TV Shows
s150,"I Got the Hook Up Michael Martin Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner, Richard Keats, Joe Estevez, William Knight, Anthony Boswell, Tommy 'Tiny' Lister, Helen Martin, John Witherspoon, Mia X After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.",Movie,United States,"September 1, 2021",1998,,93 min,"Action & Adventure, Comedies"
s151,"In Too Deep Michael Rymer Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Pam Grier, Hill Harper, Jake Weber, David Patrick Kelly, Veronica Webb, Ron Canada, Robert LaSardo, Gano Grills, Ivonne Coll, Don Harvey, Mya, Nasir 'Nas' Jones, Jermaine Dupri Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",Movie,United States,"September 1, 2021",1999,,97 min,Thrillers
s321,"Top Secret UFO Projects: Declassified nan nan Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",TV Show,nan,"August 3, 2021",2021,,1 Season,Docuseries
s152,"Initial D Andrew Lau Wai-keung, Alan Mak Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",Movie,"China, Hong Kong","September 1, 2021",2005,,109 min,"Action & Adventure, International Movies"
s153,"Janoskians: Untold and Untrue Brett Weiner Jai Brooks, Luke Brooks, James Yammouni, Daniel Sahyounie, Beau Brooks Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.",Movie,United States,"September 1, 2021",2016,,88 min,Comedies
s154,"Kid-E-Cats nan Lori Gardner, Kate Bristol, Billy Bob Thompson, Marc Thompson, Erica Schroeder Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.",TV Show,Russia,"September 1, 2021",2016,,2 Seasons,Kids' TV
s155,"Kuroko's Basketball nan Kensho Ono, Yuki Ono, Chiwa Saito, Yoshimasa Hosoya, Hirofumi Nojima, Kenji Hamada, Takuya Eguchi, Soichiro Hoshi, Tatsuhisa Suzuki, Go Inoue, Daisuke Ono, Ryohei Kimura, Junichi Suwabe, Kazuya Nakai, Fumiko Orikasa, Kenichi Suzumura, Kisho Taniyama, Hiroshi Kamiya Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory.",TV Show,Japan,"September 1, 2021",2015,,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows"
s156,"Labyrinth Jim Henson David Bowie, Jennifer Connelly, Frank Oz, Kevin Clash, Anthony Asbury, Dave Goelz, Brian Henson, Ron Mueck, Karen Prell, Shari Weiser In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",Movie,"United Kingdom, United States","September 1, 2021",1986,,101 min,"Action & Adventure, Children & Family Movies, Cult Movies"
s157,"Letters to Juliet Gary Winick Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero, Luisa Ranieri, Marina Massironi, Milena Vukotic, Marcia DeBonis, Luisa De Santis, Lidia Biondi, Giordano Formenti, Chris Egan By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.",Movie,United States,"September 1, 2021",2010,,105 min,"Comedies, Dramas, Romantic Movies"
s158,"Level 16 Danishka Esterhazy Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",Movie,Canada,"September 1, 2021",2018,,102 min,"Sci-Fi & Fantasy, Thrillers"
s159,"Love Don't Cost a Thing Troy Byer Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey, Al Thompson, Ashley Monique Clark, Elimu Nelson, Nichole Robinson, Melissa Schuman A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.",Movie,United States,"September 1, 2021",2003,,101 min,"Comedies, Romantic Movies"
s160,"Love in a Puff Pang Ho-cheung Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Isabel Chan, Cheung Tat-ming, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",Movie,Hong Kong,"September 1, 2021",2010,,103 min,"Comedies, Dramas, International Movies"
s161,"Major Dad nan Gerald McRaney, Shanna Reed, Nicole Dubuc, Chelsea Hertford, Marisa Ryan, Matt Mulhern, Beverly Archer, Jon Cypher When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command.",TV Show,United States,"September 1, 2021",1992,,4 Seasons,TV Comedies
s162,"Mars Attacks! Tim Burton Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.",Movie,United States,"September 1, 2021",1996,,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy"
s163,"Marshall Reginald Hudlin Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown, Dan Stevens, James Cromwell, Keesha Sharp, Roger Guenveur Smith, Derrick Baskin, Barrett Doss This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",Movie,"United States, China, Hong Kong","September 1, 2021",2017,,118 min,Dramas
s164,"My Boss's Daughter David Zucker Ashton Kutcher, Tara Reid, Jeffrey Tambor, Andy Richter, Michael Madsen, Jon Abrahams, David Koechner, Carmen Electra, Kenan Thompson, Terence Stamp, Molly Shannon A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush.",Movie,United States,"September 1, 2021",2003,,86 min,"Comedies, Romantic Movies"
s165,"Mystery Men Kinka Usher Ben Stiller, Hank Azaria, William H. Macy, Janeane Garofalo, Kel Mitchell, Paul Reubens, Wes Studi, Greg Kinnear, Geoffrey Rush, Lena Olin, Eddie Izzard, Artie Lange, Pras, Claire Forlani, Tom Waits A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.",Movie,United States,"September 1, 2021",1999,,121 min,"Action & Adventure, Comedies"
s166,"Oldsters nan Patricio Contreras, Alejandro Goic, Sergio Hernández, Mariana Loyola Ruz, Alejandro Trejo, Daniel Alcaíno Cuevas, Nicolás Poblete, Susana Hidalgo, Gloria Münchmeyer Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.",TV Show,nan,"September 1, 2021",2019,,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s167,"Once Upon a Time in America Sergio Leone Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.",Movie,"Italy, United States","September 1, 2021",1984,,229 min,"Classic Movies, Dramas"
s168,"Open Season 2 Matthew O'Callaghan, Todd Wilderman Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly, Crispin Glover, Steve Schirripa, Georgia Engel, Diedrich Bader, Cody Cameron, Fred Stoller, Olivia Hack Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.",Movie,"United States, Canada","September 1, 2021",2008,,76 min,"Children & Family Movies, Comedies"
s322,"Two Fathers nan Weber Yang, Lin Yo-Wei, Megan Lai, Amanda Chou, Lucia Xie, Cherry Leung When two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.",TV Show,Taiwan,"August 3, 2021",2013,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s169,"Osmosis Jones Bobby Farrelly, Peter Farrelly Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, William Shatner, Ron Howard, Kid Rock, Ben Stein Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.",Movie,United States,"September 1, 2021",2001,,95 min,"Action & Adventure, Children & Family Movies, Comedies"
s170,"Poseidon Wolfgang Petersen Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",Movie,United States,"September 1, 2021",2006,,98 min,"Action & Adventure, Dramas"
s171,"Rhyme & Reason Peter Spirer Too $hort, B-Real, Kurtis Blow, Da Brat, Grandmaster Caz, Sean ""P. Diddy"" Combs, Chuck D., Desiree Densiti, Dr. Dre, E-40, MC Eiht, Heavy D, Lauryn Hill, Ice-T, Wyclef Jean, Ras Kass, KRS-One, L.V., Mack 10, Craig Mack, Method Man, Keith Murray, Nasir 'Nas' Jones, The Notorious B.I.G., Master P, Q-Tip, Raekwon, Redman, Senen Reyes, Busta Rhymes, RZA, DJ Scratch, Erick Sermon, Tupac Shakur, Adario Strange, Suave The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",Movie,United States,"September 1, 2021",1997,,89 min,"Documentaries, Music & Musicals"
s172,"Same Kind of Different as Me Michael Carney Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.",Movie,United States,"September 1, 2021",2017,,120 min,"Dramas, Faith & Spirituality"
s173,"School of Rock Richard Linklater Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",Movie,"United States, Germany","September 1, 2021",2003,,110 min,"Comedies, Music & Musicals"
s174,"Snervous Tyler Oakley Amy Rice Tyler Oakley The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour.",Movie,United States,"September 1, 2021",2015,,83 min,"Documentaries, LGBTQ Movies"
s175,"Tears of the Sun Antoine Fuqua Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",Movie,United States,"September 1, 2021",2003,,121 min,"Action & Adventure, Dramas"
s176,"The Blue Lagoon Randal Kleiser Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Elva Josephson, Glenn Kohan, Alan Hopgood, Gus Mercurio Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",Movie,United States,"September 1, 2021",1980,,105 min,"Dramas, Romantic Movies"
s177,"The Golden Child Michael Ritchie Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis, Victor Wong, Randall Tex Cobb, James Hong, Shakti Chen, Tau Logo, Tiger Chung Lee A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.",Movie,United States,"September 1, 2021",1986,,94 min,"Action & Adventure, Comedies"
s178,"The Guns of Navarone J. Lee Thompson Gregory Peck, David Niven, Anthony Quinn, Stanley Baker, Anthony Quayle, James Darren, Irene Papas, Gia Scala, James Robertson Justice, Richard Harris During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",Movie,"United Kingdom, United States","September 1, 2021",1961,,156 min,"Action & Adventure, Classic Movies"
s179,"The Interview Evan Goldberg, Seth Rogen James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang, Timothy Simons, Reese Alexander, James Yi Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.",Movie,United States,"September 1, 2021",2014,,112 min,"Action & Adventure, Comedies"
s180,"The Nutty Professor Tom Shadyac Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.",Movie,United States,"September 1, 2021",1996,,95 min,"Comedies, Romantic Movies"
s181,"The Nutty Professor II: The Klumps Peter Segal Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",Movie,nan,"September 1, 2021",2000,,107 min,"Comedies, Romantic Movies"
s182,"Turning Point: 9/11 and the War on Terror nan nan This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",TV Show,nan,"September 1, 2021",2021,,1 Season,Docuseries
s183,"Welcome Home Roscoe Jenkins Malcolm D. Lee Martin Lawrence, James Earl Jones, Joy Bryant, Margaret Avery, Mike Epps, Mo'Nique, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Louis C.K. R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",Movie,United States,"September 1, 2021",2008,,114 min,Comedies
s184,"In the Line of Fire Wolfgang Petersen Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.",Movie,United States,"August 31, 2021",1993,,129 min,"Action & Adventure, Classic Movies"
s185,"Sparking Joy nan Marie Kondo In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.",TV Show,United States,"August 31, 2021",2021,,1 Season,Reality TV
s186,"Untold: Crime & Penalties Chapman Way, Maclain Way nan They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",Movie,nan,"August 31, 2021",2021,,86 min,"Documentaries, Sports Movies"
s3290,"Jeff Garlin: Our Man In Chicago Christopher Storer Jeff Garlin Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",Movie,United States,"November 12, 2019",2019,,59 min,Stand-Up Comedy
s187,"Hometown Cha-Cha-Cha nan Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Young-ok, Cho Han-cheul, In Gyo-jin, Lee Bong-ryeon, Cha Cheong-hwa, Kang Hyung-suk A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",TV Show,nan,"August 29, 2021",2021,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s188,The Ingenuity of the Househusband nan Kenjiro Tsuda A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,TV Show,nan,"August 29, 2021",2021,,1 Season,"International TV Shows, TV Comedies"
s189,"2 Alone in Paris Ramzy Bedia, Éric Judor Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",Movie,France,"August 28, 2021",2008,,97 min,"Comedies, International Movies"
s190,"Bread Barbershop nan Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",TV Show,nan,"August 28, 2021",2020,,2 Seasons,"Kids' TV, TV Comedies"
s191,"Thimmarusu Sharan Koppisetty Satya Dev, Priyanka Jawalkar, Brahmaji Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",Movie,India,"August 28, 2021",2021,,125 min,"Dramas, International Movies"
s192,"Wind River Taylor Sheridan Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.",Movie,"United Kingdom, Canada, United States","August 28, 2021",2017,,107 min,"Dramas, Independent Movies"
s193,"C Kkompany Sachin Yardi Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",Movie,India,"August 27, 2021",2008,,127 min,"Action & Adventure, Comedies, International Movies"
s194,"D.P. nan Jung Hae-in, Koo Kyo-hwan, Kim Sung-kyun, Son Suk-ku A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.",TV Show,", South Korea","August 27, 2021",2021,,1 Season,"International TV Shows, TV Dramas"
s195,"Deadly Sins nan Frank Ramirez, Patricia Castañeda, Chela del Río, Patrick Delmas, María José Martínez, Robinson Díaz, Juan Ángel, Guillermo Olarte, Constanza Duque, Marcela Carvajal A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.",TV Show,nan,"August 27, 2021",2002,,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s196,"EMI: Liya Hai To Chukana Padega Saurabh Kabra Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shankar Pandey, Pushkar Jog, Kulbhushan Kharbanda A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.",Movie,India,"August 27, 2021",2008,,128 min,"Comedies, Dramas, International Movies"
s197,"He's All That Mark Waters Addison Rae, Tanner Buchanan, Rachael Leigh Cook, Madison Pettis, Isabella Crovetti, Matthew Lillard, Peyton Meyer, Annie Jacob, Myra Molloy, Kourtney Kardashian An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That.""",Movie,nan,"August 27, 2021",2021,,92 min,"Comedies, Romantic Movies"
s198,"I Heart Arlo nan Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman, Tony Hale, Vincent Rodriguez III, Annie Potts, Jessica Williams, Melissa Villaseñor, Cathy Vu, Jennifer Coolidge, Flea It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.",TV Show,nan,"August 27, 2021",2021,,1 Season,"Kids' TV, TV Comedies"
s199,"King of Boys: The Return of the King Kemi Adetiba Sola Sobowale, Toni Tones, Richard Mofe-Damijo, Efa Iwara, Titi Kuti, Tobechukwu ""iLLbliss"" Ejiofor, Remilekun ""Reminisce"" Safaru, Charles  ""Charly Boy"" Oputa, Nse Ikpe-Etim, Keppy Ekpenyong Bassey, Bimbo Manuel, Akin Lewis, Lord Frank, Osas Ighodaro, Taiwo Ajai-Lycett, Paul Sambo Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness.",TV Show,Nigeria,"August 27, 2021",2021,,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
