id,link,title,description,price,currency,availability,condition,image_link,mpn
Chrome_Dino_Rope_Lanyard,https://shop.merch.google/product/chrome-dino-rope-lanyard-ggoegobb211299/,Chrome Dino Rope Lanyard,"Always on the run? So is the Chrome Dino! Make sure you grab this handy lanyard to keep your keys, badge and more easily accessible. braided breakaway cord with silver thread
retractable reel
generous 40  length cord
durable vinyl snap closure",7.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOBB211299.jpg,GGOEGOBB211299
Google_Cloud_Eco_Wood_Magnet,https://shop.merch.google/product/google-cloud-eco-wood-magnet-ggoecoba218999/,Google Cloud Eco Wood Magnet,"Display drawings, to-do lists and reminders on your fridge, all with the help of this Google Cloud magnet made from repurposed wood. made of recycled, discarded wood
measures 2.5&rdquo;w
strong 25 mil magnetic backing
made in the usa",7.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOECOBA218999.jpg,GGOECOBA218999
Google_Recycled_Memo_Notebook_Set,https://shop.merch.google/product/google-recycled-memo-notebook-set-ggoegolb178999/,Google Recycled Memo Notebook Set,"Get your organization on with this Google recycled notebook. Featuring a sturdy magnetic closure, various sticky notes, and a handy pen, you'll be ready to conquer the world! measures: 6.5"" x 7"" 
70 ruled pages
25 sheets of 4 by 3 sticky memo pads
25 sheets of 3 by 2 sticky memo pads in 5 assorted colors",7.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOLB178999.jpg,GGOEGOLB178999
Chrome_Dino_Eco_Wood_Magnet,https://shop.merch.google/product/chrome-dino-eco-wood-magnet-ggoegobb216099/,Chrome Dino Eco Wood Magnet,"Take your fridge from blah to rahhhrr with a fun Chrome Dino magnet, made out of recycled wood fiber. made of recycled, discarded wood
measures 3 h
strong 25 mil magnetic backing
made in the usa",7.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOBB216099.jpg,GGOEGOBB216099
Google_Cloud_Lanyard,https://shop.merch.google/product/google-cloud-lanyard-ggoeccbq208499/,Google Cloud Lanyard,"Keep it close with this Google Cloud lanyard, featuring a user-friendly badge reel.  It's sure to be one of your new preferred accessories. ¾ w x 16 l
snap closure attached to reel",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOECCBQ208499.jpg,GGOECCBQ208499
YouTube_Crossbody_Phone_Lanyard,https://shop.merch.google/product/youtube-crossbody-phone-lanyard-ggoeycbb219599/,YouTube Crossbody Phone Lanyard,"Always need your phone nearby? This YouTube lanyard was made for you!  You won't have to worry about digging through your bag or pockets the next time your phone rings. adjustable rope lanyard&nbsp;
lobster claw attachment&nbsp;
tether patch fits inside most phone cases and can attach to the lanyard
allows access to charging port on most smartphones",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEYCBB219599.jpg,GGOEYCBB219599
For_Everyone_Lanyard,https://shop.merch.google/product/for-everyone-lanyard-ggoegcba195399/,For Everyone Lanyard,"Convenient and useful, this Google badge-reel lanyard will make life easier&For Everyone! ¾ w x 16 l
dye sublimated ribbon
snap closure attached to reel",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCBA195399.jpg,GGOEGCBA195399
Google_Bike_Enamel_Pin,https://shop.merch.google/product/google-bike-enamel-pin-ggoegcba207399/,Google Bike Enamel Pin,"Add a happy touch to your look with one of the coolest things on two wheels... a Google bike!  In pin form, you can take this one everywhere. measures:  1.75 
made from iron
military clutch backing",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCBA207399.jpg,GGOEGCBA207399
Google_Inspired_Yellow_Notebook,https://shop.merch.google/product/google-inspired-yellow-notebook-ggoegoct190999/,Google Inspired Yellow Notebook,"Feeling inspired?  Don't let that moment pass!  Record dreams, doodles and more in this bright, cheery Google journal. dimensions: 5"" x 7""
80 sheets of lined paper
matching ribbon bookmark
elastic closure",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOCT190999.jpg,GGOEGOCT190999
Google_Retro_Classic_Sunglasses,https://shop.merch.google/product/google-retro-classic-sunglasses-ggoegcgb197999/,Google Retro Classic Sunglasses,"Timeless and iconic, our Google Retro Sunglasses have that instant cool factor. uv400 lenses provide 100% uva and uvb protection
gold-tone hardware",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCGB197999.jpg,GGOEGCGB197999
YouTube_Iconic_Play_Pin,https://shop.merch.google/product/youtube-iconic-play-pin-ggoeycbr138999/,YouTube Iconic Play Pin,This brass YouTube pin shows you're a player. Features the YouTube logo envisioned in a bright enamel. material: brass,8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEYCBR138999.jpg,GGOEYCBR138999
Chrome_Dino_Keychain,https://shop.merch.google/product/chrome-dino-keychain-ggoegcba195199/,Chrome Dino Keychain,"Take the Chrome Dino out for a new adventure on your backpack or car keys with this cute keychain. We're sure Dino needs a break from jumping over cacti and would like to see some new places! 2 h
soft pvc material
metal split ring",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCBA195199.jpg,GGOEGCBA195199
Google_Enamel_Pin,https://shop.merch.google/product/google-enamel-pin-ggoegcba207299/,Google Enamel Pin,"A must-have in our opinion, this Google enamel pin is the chef's kiss!  It's perfect for pepping up your bag, hat and favorite denim jacket. measures: 1.75 
made from iron
military clutch backing",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCBA207299.jpg,GGOEGCBA207299
Google_Inspired_Green_Notebook,https://shop.merch.google/product/google-inspired-green-notebook-ggoegoch191199/,Google Inspired Green Notebook,"Feeling inspired?  Don't let that moment pass!  Record dreams, doodles and more in this bright, cheery Google journal. dimensions: 5&quot; x 7&quot;
80 sheets of lined paper
matching ribbon bookmark
elastic closure",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOCH191199.jpg,GGOEGOCH191199
Google_Inspired_Red_Notebook,https://shop.merch.google/product/google-inspired-red-notebook-ggoegocr191099/,Google Inspired Red Notebook,"Feeling inspired?  Don't let that moment pass!  Record dreams, doodles and more in this bright, cheery Google journal. dimensions: 5&quot; x 7&quot;
80 sheets of lined paper
matching ribbon bookmark
elastic closure",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOCR191099.jpg,GGOEGOCR191099
Super_G_Retractable_Badge_Lanyard,https://shop.merch.google/product/super-g-retractable-badge-lanyard-ggoegcbb184199/,Super G Retractable Badge Lanyard,"Meet our new Super G lanyard. The retractable badge reel makes it a pleasure to use and it's fun pattern is sure to put a smile on your face. ¾ w x 16 l 
snap closure attached to reel",8.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCBB184199.jpg,GGOEGCBB184199
Google_Bamboo_Lid_Recycled_Bottle,https://shop.merch.google/product/google-bamboo-lid-recycled-bottle-ggoegdhj174799/,Google Bamboo Lid Recycled Bottle,"Reduce and reuse with this Google recycled bottle!  Carry on, knowing it's made from 100% recycled plastic and a portion of this sale will benefit environmental nonprofits. 22 oz capacity
cold liquids only
body of bottle is 100% recycled plastic",9.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGDHJ174799.jpg,GGOEGDHJ174799
Super_G_Interlocking_Puzzle,https://shop.merch.google/product/super-g-interlocking-puzzle-ggoegfdd202299/,Super G Interlocking Puzzle,"Test your puzzle prowess with this Super G puzzle, composed of interlocking wood pieces. Are you up for a fun challenge? It's not as easy as it looks! measures: 2.93"" x 2.93"" x 2.93""
made of natural wood
laser engraved logo
small parts, not intended for children under 12",12.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGFDD202299.jpg,GGOEGFDD202299
Google_Recycled_Stainless_Steel_Pen,https://shop.merch.google/product/stationery/google-recycled-stainless-steel-pen-ggoegoaj228899/,Google Recycled Stainless Steel Pen,"Perfectly polished, this Google pen exudes sophistication with its sleek stainless steel body and shiny chrome accents. It feels smooth in your hand and on paper…encouraging you to craft something remarkable. made of: recycled stainless steel barrel
1.0mm tip and smooth black ink with 800m of writing length&nbsp;
click mechanism
laser etched logo
a portion of sales from this pen will be donated to protecting the planet",12.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOAJ228899.jpg,GGOEGOAJ228899
Android_Chroma_Bottle,https://shop.merch.google/product/android-chroma-bottle-ggoeadhb219699/,Android Chroma Bottle,"Perfect for staying hydrated, this single wall Android bottle is ideal for hikes or travelling. It's light and portable so it won't weigh you down while you're on the go. 24 oz capacity
single wall
matching threaded lid",13.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEADHB219699.jpg,GGOEADHB219699
Google_Sage_Water_Bottle,https://shop.merch.google/product/lifestyle/google-sage-water-bottle-ggoegdhh229799/,Google Sage Water Bottle,"Built to last, built to reuse!  Our Google sage aluminum bottle is crafted from durable, lightweight aluminum. It's portable size is ideal for staying hydrated during daily adventures. 20.9 oz capacity
single wall aluminum with threaded lid
gift box included",13.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGDHH229799.jpg,GGOEGDHH229799
Chrome_Dino_Game_Over_Mug,https://shop.merch.google/product/chrome-dino-game-over-mug-ggoegdwb211499/,Chrome Dino Game Over Mug,"Start your morning off with a jolt of energy with this playful Chrome Dino mug  caffeine not needed! 14 oz ceramic mug
matte exterior with glossy interior
hand-washing recommended",14.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGDWB211499.jpg,GGOEGDWB211499
Google_Saltwater_Blue_Mug,https://shop.merch.google/product/google-saltwater-blue-mug-ggoegdwc211399/,Google Saltwater Blue Mug,"Treat yourself to this Google stoneware mug in a dreamy shade of blue. If you're going to enjoy your tea or coffee, why not do it in style? 12 oz capacity
matte finish, glossy interior for easy cleaning
microwave safe
&nbsp;",14.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGDWC211399.jpg,GGOEGDWC211399
YouTube_Icon_Mug,https://shop.merch.google/product/youtube-icon-mug-ggoeydwb210799/,YouTube Icon Mug,"When you just want to kick back, get cozy and watch YouTube, our Icon mug will be your tried and true partner. 12 oz ceramic mug
matte exterior with glossy white interior
handwashing recommended",14.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEYDWB210799.jpg,GGOEYDWB210799
Google_Sage_Glazed_Mug,https://shop.merch.google/product/google-sage-glazed-mug-ggoegdwh227299/,Google Sage Glazed Mug,"Pour yourself a delicious drink and enjoy sipping away in this handcrafted Google mug.  Each mug is one-of-a-kind and unique, just like you! 16 oz capacity
handcrafted design, no two are the same
hand wash only",14.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGDWH227299.jpg,GGOEGDWH227299
Chrome_Dino_Googler_Accessory_Pack,https://shop.merch.google/product/chrome-dino-googler-accessory-pack-ggoegfda213799/,Chrome Dino Googler Accessory Pack,"Chrome Dino is ready for work! Decked out with a lanyard, handy backpack and the world-famous Noogler cap, this little dino is ready to tackle anything. accessories only, chrome dino sold separately
included in this pack:&nbsp; hat, backpack and lanyard
small parts, not intended for children under 14
this is not a toy",14.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGFDA213799.jpg,GGOEGFDA213799
Google_Camp_Mug_White,https://shop.merch.google/product/google-camp-mug-white-ggoegdwq183599/,Google Camp Mug White,"You'll be a happy camper with this oh-so-classic Google mug in your life!  Whether fireside (or couch side!) sipping, this mug will be a great companion. 12 oz. capacity
hand wash recommended
microwave safe",15.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGDWQ183599.jpg,GGOEGDWQ183599
Google_Baby_Stan_Stuffie,https://shop.merch.google/product/google-baby-stan-stuffie-ggoegfdh219499/,Google Baby Stan Stuffie,"Who knew Stan the Dino was so adorable as a baby?  Adorned with a spiffy flamingo ribbon, this small stuffie is simply irresistible. measures 5&rdquo;h
satin ribbon decoration",15.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGFDH219499.jpg,GGOEGFDH219499
Google_Oatmeal_Bandana_Bib,https://shop.merch.google/product/google-oatmeal-bandana-bib-ggoegawd170810/,Google Oatmeal Bandana Bib,"Howdy partner!  You and your little one will love this extra soft Google bandana bib.  It's sure to keep onesies safe from falling food and look cute while doing it! 65% polyester / 35% cotton 
2-ply construction
snap closure",15.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGAWD170810.jpg,GGOEGAWD170810
Android_Café_Mug,https://shop.merch.google/product/android-caf-mug-ggoeadwb223299/,Android Café Mug,"Would you like a friendly companion with your morning coffee?  Android is here to help and will be by your side with every single sip on this delightful mug. 11oz capacity
matte exterior, glossy interior
handwashing recommended",16.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEADWB223299.jpg,GGOEADWB223299
Google_Recycled_Natural_Notebook,https://shop.merch.google/product/google-recycled-natural-notebook-ggoegocd190199/,Google Recycled Natural Notebook,"Perfect for journaling, random inspiration and more, this Google recycled notebook is for our eco-conscious friends with big ideas. 5.5"" x 8.5""
recycled paper cover
80 sheets of lined paper
ribbon marker
accordion pocket for extra storage
a portion of this purchase will be donated to environmental non-profits.",16.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOCD190199.jpg,GGOEGOCD190199
Google_Recycled_Navy_Journal,https://shop.merch.google/product/google-recycled-navy-journal-ggoegolc187099/,Google Recycled Navy Journal,"Partially made from apples, this Google recycled journal is sure to become one of your  core  go-to treasures! measures 5.5"" x 8.5""
80 sheets of lined recycled paper
elastic pen loop
ribbon marker
a portion of sales from this journal will be donated to protecting the planet.",16.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOLC187099.jpg,GGOEGOLC187099
Google_Oatmeal__Bear_Ear_Baby_Hat,https://shop.merch.google/product/google-oatmeal-bear-ear-baby-hat-ggoegawd170710/,Google Oatmeal  Bear Ear Baby Hat,"It doesn't get much cuter than this& Baby will look bear-y adorable in this oh-so-soft little hat.  Sorry adults, this is for kiddos only! 65% polyester / 35% cotton
size: 0-6m",16.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGAWD170710.jpg,GGOEGAWD170710
Google_Utensil_Set,https://shop.merch.google/product/google-utensil-set-ggoegcbc166599/,Google Utensil Set,"Admit it.  No one likes plastic take-out flatware.  Get your own personal Google utensil set, made of sustainably-grown bamboo, in this cool travel case. knife, spoon, fork and chopsticks included
carabiner clipped case",17.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCBC166599.jpg,GGOEGCBC166599
Google_Out_of_this_World_Socks,https://shop.merch.google/product/google-out-of-this-world-socks-ggoegcxb216599/,Google Out of this World Socks,"We are over the moon with these space-themed Google socks!  You'll feel out of this world and cosmically cool whenever you slip these on. 75% cotton, 22% nylon, 3% spandex
unisex, one size fits most",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCXB216599.jpg,GGOEGCXB216599
Google_Tie-Dye_Print_Socks,https://shop.merch.google/product/google-tie-dye-print-socks-ggoegcxq216499/,Google Tie-Dye Print Socks,"Add a laid back vibe to your outfit with these Google tie-dye woven socks, in the four best colors we could think of! 75% cotton, 22% nylon, 3% spandex
unisex, one size fits most",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCXQ216499.jpg,GGOEGCXQ216499
Google_Mountain_View_Campus_Socks,https://shop.merch.google/product/google-mountain-view-campus-socks-ggoegcxh216699/,Google Mountain View Campus Socks,"These Mountain View socks have a fun retro camp-vibe ready to spruce up your outfit. With these on your feet, you're sure to look and feel good from dusk to dawn! 75% cotton, 21% nylon, 4% lycra
made in the usa
unisex, one size fits most",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGCXH216699.jpg,GGOEGCXH216699
Android_Head_Over_Heels_Socks,https://shop.merch.google/product/android-head-over-heels-socks-ggoeacxb217599/,Android Head Over Heels Socks,"Want to add a little fun to your outfit? Grab our Android socks!  You'll be head over heels happy once you slip these on. 75% cotton, 22% nylon, 3% spandex
unisex, one size fits most",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEACXB217599.jpg,GGOEACXB217599
Google_Land_&_Sea_Sock,https://shop.merch.google/product/google-land-sea-sock-ggoegaka181110/,Google Land & Sea Sock,"Whether by land or sea, your feet will be looking sharp and feeling even better in these awesome Google socks! 75% cotton, 21% nylon, 4% lycra 
made in the usa 
unisex, one size fits most",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGAKA181110.jpg,GGOEGAKA181110
YouTube_Expressive_Socks,https://shop.merch.google/product/youtube-expressive-socks-ggoeyaxa197410/,YouTube Expressive Socks,"Put some swing in your step with these expressive YouTube socks. They'll give your outfit that little something extra you didn't know you needed. 75% cotton, 21% nylon, 4% lycra
made in the usa
unisex, one size fits most",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEYAXA197410.jpg,GGOEYAXA197410
Chrome_Dino_Socks,https://shop.merch.google/product/chrome-dino-socks-ggoegakb165910/,Chrome Dino Socks,"Once you slip on these Chrome Dino socks, you may feel the urge to run in the desert and jump over a cactus or two!  Just watch out for any pterodactyls or GAME OVER! 75% cotton, 21% nylon, 4% lycra
unisex, one size fits most",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGAKB165910.jpg,GGOEGAKB165910
Google_Mewgler_Baja_Cat_Collar,https://shop.merch.google/product/google-mewgler-baja-cat-collar-ggoegpja202610/,Google Mewgler Baja Cat Collar,"We are PAWS-itive that your cat has this Google collar on their wishlist!  It'll be PURR-fect to show off their Mewgler pride. dimensions: 8 -12 l x .1 d
adjustable fit, 8 to 12 
safe break away buckle
comes with a bell
soft and strong design",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGPJA202610.jpg,GGOEGPJA202610
Google_Bike_Socks,https://shop.merch.google/product/google-bike-socks-ggoegakc171799/,Google Bike Socks,"Take these socks out for a spin and show your love for the famous Google Bike. These fun socks are sure to bring a smile to your face, and probably someone else's! 75% cotton, 21% nylon, 4% lycra 
made in the usa 
unisex, one size fits most",18.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGAKC171799.jpg,GGOEGAKC171799
Super_G_Washed_Cap,https://shop.merch.google/product/super-g-washed-cap-ggoegapb171210/,Super G Washed Cap,"Our favorite hat is comfy, versatile and extra cool with this Super G logo. Ready for a sunny adventure or to just hide a bad hair day, this hat certainly has you covered. 100% garment-washed cotton twill 
6-panel, unstructured, low-profile 
tuck-away leather back strap with antiqued brass buckle and grommet",19.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGAPB171210.jpg,GGOEGAPB171210
Google_Vintage_Cap_Navy,https://shop.merch.google/product/google-vintage-cap-navy-ggoegapc167099/,Google Vintage Cap Navy,"Make your head happy in this comfy baseball cap styled with the Google logo, embroidered front and center! Crafted in a garment-washed cotton twill, it's a perfect addition to your hat collection. adjustable leather strap back
cooling mesh lining
unstructured, low-profile",19.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGAPC167099.jpg,GGOEGAPC167099
Young_Stan_Goes_Swimming_Dog_Toy,https://shop.merch.google/product/young-stan-goes-swimming-dog-toy-ggoegfja201799/,Young Stan Goes Swimming Dog Toy,"Young Stan doesn't have a lot of upper body strength, so he uses his trusty flamingo floaty whenever possible.  Your dog and this toy will get along swimmingly. dimensions: 3.5"" l x 9.5"" w x 10"" h
made for all sized dogs
not intended for aggressive chewers 
meant for pets only",20.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGFJA201799.jpg,GGOEGFJA201799
Google_Cloud_Journal,https://shop.merch.google/product/google-cloud-journal-ggoecolj164299/,Google Cloud Journal,"This Google Cloud notebook has it all!  A sleek, modern look, with a joyful Google Cloud.  Featuring a durable hard cover, secure elastic closure and recycled paper pages. size: a5 5.5"" x 8.25""
80 sheets (160 pages)
black ribbon bookmark
lies flat, opens at 180 degrees",20.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOECOLJ164299.jpg,GGOECOLJ164299
Google_Slate_Tree-Free_Notebook,https://shop.merch.google/product/stationery/google-slate-tree-free-notebook-ggoegocc229999/,Google Slate Tree-Free Notebook,"This premium biodegradable Google notebook prioritizes both performance and environmental responsibility, making it the ideal choice for the eco-conscious notetaker. made of 100% post-consumer recycled cotton rags
cover made from 14 grams of coffee husk
acid-free paper, 100 pages
chemical-free production",20.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOCC229999.jpg,GGOEGOCC229999
Super_G_Eco_Bucket_Hat,https://shop.merch.google/product/super-g-eco-bucket-hat-ggoeghpb211899/,Super G Eco Bucket Hat,"Top off your look in this cool, laid-back Super G bucket hat, made from recycled material. made of rpet and cotton
one size fits most
embroidered logo",20.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGHPB211899.jpg,GGOEGHPB211899
Mommy_Works_at_Google_Book,https://shop.merch.google/product/mommy-works-at-google-book-ggoegfbq156799/,Mommy Works at Google Book,"Mommy Works at Google is a creative story meant to help Googlers returning from parental leave explain to their kids what Google and the Bets are and why the work they do is so important. Authored by Emily Trapani and illustrated by Christina Yeh. book dimensions: 8.5"" x 8.5""
paper weight: 105pt text stock, gloss finish
hardcover
24 pages total",20.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGFBQ156799.jpg,GGOEGFBQ156799
Daddy_Works_at_Google_Book,https://shop.merch.google/product/daddy-works-at-google-book-ggoegfbq156899/,Daddy Works at Google Book,"Daddy Works at Google is a creative story meant to help Googlers returning from parental leave explain to their kids what Google and the Bets are and why the work they do is so important. Authored by Emily Trapani and illustrated by Christina Yeh. book dimensions: 8.5"" x 8.5""
paper weight: 105pt text stock, gloss finish
hardcover
24 pages total",20.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGFBQ156899.jpg,GGOEGFBQ156899
Google_Fern_Tree-Free_Notebook,https://shop.merch.google/product/stationery/google-fern-tree-free-notebook-ggoegoch230099/,Google Fern Tree-Free Notebook,"This premium biodegradable Google notebook prioritizes both performance and environmental responsibility, making it the ideal choice for the eco-conscious notetaker. made of 100% post-consumer recycled cotton rags
cover made from 14 grams of coffee husk
acid-free paper, 100 pages
chemical-free production",20.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGOCH230099.jpg,GGOEGOCH230099
YouTube_Journal,https://shop.merch.google/product/youtube-journal-ggoeyocb181099/,YouTube Journal,"It's time to start your storytelling journey with this YouTube notebook.  Great ideas, thoughts and inspiration will never be forgotten again. size: a5 5.5"" x 8.25""
80 lined sheets (160 pages) 
black ribbon bookmark 
lies flat, opens at 180 degrees",20.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEYOCB181099.jpg,GGOEYOCB181099
Google_Strap_Hat_Black,https://shop.merch.google/product/google-strap-hat-black-ggoeghpb120910/,Google Strap Hat Black,"This Google hat is a semi-shaped cotton twill baseball cap with a sturdy an adjustable leather strap for the best fit. Featuring a curved bill. Black with white embroidered Google logo. low crown
superior cotton twill
lightly structured
pre-curved bill
heavy washed
adjustable leather strap and metal buckle",21.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGHPB120910.jpg,GGOEGHPB120910
Google_Tricyle_Toddler_Tee,https://shop.merch.google/product/google-tricyle-toddler-tee-ggoegxxx1719/,Google Tricyle Toddler Tee,"Outfit your tyke with a Google trike!  Let your cyclist-in-training show how they roll with this wheelie charming tee! 93% combed ringspun cotton, 7% polyester 
topstitched ribbed collar 
side seam construction",23.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGXXX1719.jpg,GGOEGXXX1719
Google_Bike_Youth_Tee,https://shop.merch.google/product/google-bike-youth-tee-ggoegxxx1727/,Google Bike Youth Tee,"Kids, big and small, love bikes!  Let them show their love for the Google Bike with this breezy tee. 50% combed ring spun cotton, 50% polyester",23.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGXXX1727.jpg,GGOEGXXX1727
Chrome_Dino_Game_Over_Cap,https://shop.merch.google/product/chrome-dino-game-over-cap-ggoeghpb227099/,Chrome Dino Game Over Cap,"Run, jump and hit the town in a Chrome Dino cap that you'll want to wear everyday.  Don't be caught without it, or Game Over! made of cotton twill
leatherette strap with adjustable buckle closure
low profile&nbsp;
embroidered and silicone logos",23.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGHPB227099.jpg,GGOEGHPB227099
Chrome_Dino_Glow-in-the-Dark_Youth_Tee,https://shop.merch.google/product/chrome-dino-glow-in-the-dark-youth-tee-ggoegxxx1730/,Chrome Dino Glow-in-the-Dark Youth Tee,"Kids will quite literally light up the room in this amazingly cool glow-in-the-dark Chrome Dino tee. Ready, set, glow! 100% combed ring spun cotton 
chrome dino will glow in a dark setting after exposed to a light source",23.00 USD,USD,IN_STOCK,NEW,https://ik.imagekit.io/RM/store/20160512512/assets/items/largeimages/GGOEGXXX1730.jpg,GGOEGXXX1730
